run,time,src,dest,path,hops,latency_ms,delivered,alpha
alpha20_run2,549,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.1->10.0.0.2,2,63.23,1,0.2
alpha20_run2,549,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.1->10.0.0.5,2,170.02,1,0.2
alpha20_run2,550,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.1->10.0.0.3,2,108.83,1,0.2
alpha20_run2,550,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.2,1,0.0,1,0.2
alpha20_run2,551,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.2->10.0.0.3,2,74.25,1,0.2
alpha20_run2,551,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.1->10.0.0.4,2,111.28,1,0.2
alpha20_run2,551,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.2->10.0.0.5,2,137.35,1,0.2
alpha20_run2,551,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.1,1,0.0,1,0.2
alpha20_run2,552,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.1->10.0.0.2,2,131.7,1,0.2
alpha20_run2,552,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.2->10.0.0.5,2,132.43,1,0.2
alpha20_run2,553,10.0.0.4,10.0.0.5,10.0.0.4->10.0.0.1->10.0.0.5,2,148.26,1,0.2
alpha20_run2,553,10.0.0.5,10.0.0.2,10.0.0.5->10.0.0.1->10.0.0.2,2,101.09,1,0.2
alpha20_run2,554,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.2->10.0.0.5,2,192.86,1,0.2
alpha20_run2,554,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.1->10.0.0.4,2,142.88,1,0.2
alpha20_run2,555,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.5,1,0.0,0,0.2
alpha20_run2,555,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.1->10.0.0.3,2,105.61,1,0.2
alpha20_run2,555,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.1,1,0.0,1,0.2
alpha20_run2,555,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.1,1,0.0,1,0.2
alpha20_run2,556,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.1->10.0.0.3,2,117.69,1,0.2
alpha20_run2,556,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.1,1,0.0,1,0.2
alpha20_run2,557,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.1->10.0.0.4,2,130.65,1,0.2
alpha20_run2,557,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.1,1,0.0,1,0.2
alpha20_run2,557,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.5,1,0.0,1,0.2
alpha20_run2,558,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.1->10.0.0.4,2,95.22,1,0.2
alpha20_run2,559,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.1->10.0.0.4,2,93.93,1,0.2
alpha20_run2,559,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.1->10.0.0.4,2,102.37,1,0.2
alpha20_run2,559,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.1->10.0.0.3,2,143.53,1,0.2
alpha20_run2,559,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.1,1,0.0,1,0.2
alpha20_run2,559,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.4->10.0.0.2,2,192.3,1,0.2
alpha20_run2,559,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.2->10.0.0.5,2,172.37,1,0.2
alpha20_run2,560,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.5,1,0.0,0,0.2
alpha20_run2,560,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.1->10.0.0.4,2,85.38,1,0.2
alpha20_run2,563,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.1->10.0.0.3,2,119.94,1,0.2
alpha20_run2,566,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.1->10.0.0.4,2,156.84,1,0.2
alpha20_run2,567,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.1->10.0.0.4,2,78.48,1,0.2
alpha20_run2,567,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.3,1,0.0,1,0.2
alpha20_run2,567,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.1,1,0.0,1,0.2
alpha20_run2,567,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.3,1,0.0,1,0.2
alpha20_run2,567,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.1->10.0.0.3,2,141.03,1,0.2
alpha20_run2,567,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.1->10.0.0.3,2,96.51,1,0.2
alpha20_run2,568,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.1->10.0.0.4,2,109.3,1,0.2
alpha20_run2,568,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.3->10.0.0.4,2,151.73,1,0.2
alpha20_run2,569,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.1,1,0.0,1,0.2
alpha20_run2,569,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.1->10.0.0.3,2,122.03,1,0.2
alpha20_run2,570,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.1,1,0.0,1,0.2
alpha20_run2,570,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.3->10.0.0.5,2,108.05,1,0.2
alpha20_run2,571,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.1->10.0.0.4,2,94.99,1,0.2
alpha20_run2,572,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.1,1,0.0,1,0.2
alpha20_run2,572,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.3->10.0.0.5,2,165.82,1,0.2
alpha20_run2,573,10.0.0.5,10.0.0.2,10.0.0.5->10.0.0.1->10.0.0.2,2,131.28,1,0.2
alpha20_run2,573,10.0.0.4,10.0.0.5,10.0.0.4->10.0.0.1->10.0.0.5,2,136.34,1,0.2
alpha20_run2,574,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.3->10.0.0.2,2,113.12,1,0.2
alpha20_run2,574,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.1->10.0.0.3,2,149.94,1,0.2
alpha20_run2,575,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.3->10.0.0.4,2,137.39,1,0.2
alpha20_run2,576,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.1->10.0.0.3,2,84.73,1,0.2
alpha20_run2,576,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.1->10.0.0.2,2,89.85,1,0.2
alpha20_run2,577,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.3->10.0.0.4,2,104.46,1,0.2
alpha20_run2,577,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.1->10.0.0.2,2,120.63,1,0.2
alpha20_run2,577,10.0.0.4,10.0.0.5,10.0.0.4->10.0.0.1->10.0.0.5,2,95.61,1,0.2
alpha20_run2,578,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.1,1,0.0,1,0.2
alpha20_run2,579,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.3->10.0.0.2,2,122.93,1,0.2
alpha20_run2,579,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.1->10.0.0.3,2,133.59,1,0.2
alpha20_run2,579,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.1->10.0.0.5,2,94.62,1,0.2
alpha20_run2,579,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.1,1,0.0,1,0.2
alpha20_run2,579,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.1,1,0.0,1,0.2
alpha20_run2,580,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.1->10.0.0.4,2,149.97,1,0.2
alpha20_run2,580,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.3->10.0.0.5,2,137.59,1,0.2
alpha20_run2,582,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.1->10.0.0.3,2,142.63,1,0.2
alpha20_run2,582,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.1,1,0.0,1,0.2
alpha20_run2,582,10.0.0.5,10.0.0.2,10.0.0.5->10.0.0.1->10.0.0.2,2,119.87,1,0.2
alpha20_run2,582,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.3->10.0.0.5,2,130.39,1,0.2
alpha20_run2,584,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.1->10.0.0.3,2,167.98,1,0.2
alpha20_run2,584,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.3->10.0.0.1,2,102.75,1,0.2
alpha20_run2,585,10.0.0.4,10.0.0.5,10.0.0.4->10.0.0.3->10.0.0.5,2,84.88,1,0.2
alpha20_run2,585,10.0.0.5,10.0.0.2,10.0.0.5->10.0.0.3->10.0.0.2,2,110.16,1,0.2
alpha20_run2,585,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.1,1,0.0,1,0.2
alpha20_run2,586,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.3->10.0.0.2,2,95.75,1,0.2
alpha20_run2,586,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.3->10.0.0.2,2,136.18,1,0.2
alpha20_run2,588,10.0.0.3,10.0.0.5,10.0.0.3->10.0.0.1->10.0.0.5,2,159.1,1,0.2
alpha20_run2,588,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.3->10.0.0.2,2,200.53,1,0.2
alpha20_run2,588,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.1->10.0.0.2,2,172.27,1,0.2
alpha20_run2,589,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.2->10.0.0.3,2,116.02,1,0.2
alpha20_run2,590,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.2->10.0.0.1,2,93.46,1,0.2
alpha20_run2,590,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.2->10.0.0.1,2,100.67,1,0.2
alpha20_run2,590,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.2->10.0.0.4,2,185.43,1,0.2
alpha20_run2,591,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.2->10.0.0.3,2,133.55,1,0.2
alpha20_run2,591,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.2,1,0.0,1,0.2
alpha20_run2,592,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.2->10.0.0.1,2,160.85,1,0.2
alpha20_run2,592,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.2->10.0.0.4,2,90.63,1,0.2
alpha20_run2,593,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.2->10.0.0.3,2,181.84,1,0.2
alpha20_run2,593,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.2->10.0.0.5,2,133.61,1,0.2
alpha20_run2,593,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.2->10.0.0.4,2,99.1,1,0.2
alpha20_run2,594,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.2->10.0.0.4,2,145.87,1,0.2
alpha20_run2,594,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.2->10.0.0.1,2,95.63,1,0.2
alpha20_run2,595,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.2->10.0.0.3,2,77.66,1,0.2
alpha20_run2,596,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.2->10.0.0.4,2,112.02,1,0.2
alpha20_run2,596,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.2->10.0.0.5,2,156.18,1,0.2
alpha20_run2,597,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.2->10.0.0.4,2,67.14,1,0.2
alpha20_run2,597,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.5,1,0.0,0,0.2
alpha20_run2,597,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.3->10.0.0.5,2,55.25,1,0.2
alpha20_run2,598,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.2->10.0.0.4,2,163.1,1,0.2
alpha20_run2,598,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.2->10.0.0.1,2,136.53,1,0.2
alpha20_run2,599,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.3,1,0.0,1,0.2
alpha20_run2,599,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.3->10.0.0.1,2,62.7,1,0.2
alpha20_run2,599,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.3->10.0.0.4,2,83.96,1,0.2
alpha20_run2,599,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.3,1,0.0,1,0.2
alpha20_run2,599,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.2,1,0.0,1,0.2
alpha20_run3,0,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.1->10.0.0.4,2,136.11,1,0.2
alpha20_run3,1,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.4->10.0.0.3,2,134.63,1,0.2
alpha20_run3,2,10.0.0.4,10.0.0.5,10.0.0.4->10.0.0.3->10.0.0.5,2,74.53,1,0.2
alpha20_run3,2,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.5,1,0.0,0,0.2
alpha20_run3,2,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.2,1,0.0,1,0.2
alpha20_run3,3,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.2,1,0.0,1,0.2
alpha20_run3,3,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.3->10.0.0.2,2,85.24,1,0.2
alpha20_run3,3,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.4,1,0.0,1,0.2
alpha20_run3,3,10.0.0.4,10.0.0.5,10.0.0.4->10.0.0.1->10.0.0.5,2,160.38,1,0.2
alpha20_run3,4,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.5,1,0.0,1,0.2
alpha20_run3,4,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.3,1,0.0,1,0.2
alpha20_run3,5,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.2,1,0.0,0,0.2
alpha20_run3,5,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.1->10.0.0.3,2,67.9,1,0.2
alpha20_run3,5,10.0.0.4,10.0.0.5,10.0.0.4->10.0.0.5,1,0.0,1,0.2
alpha20_run3,7,10.0.0.3,10.0.0.5,10.0.0.3->10.0.0.4->10.0.0.5,2,146.62,1,0.2
alpha20_run3,7,10.0.0.3,10.0.0.5,10.0.0.3->10.0.0.1->10.0.0.5,2,90.77,1,0.2
alpha20_run3,7,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.5->10.0.0.1,2,601.34,1,0.2
alpha20_run3,8,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.3,1,0.0,1,0.2
alpha20_run3,9,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.4->10.0.0.3,2,139.04,1,0.2
alpha20_run3,9,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.3,1,0.0,1,0.2
alpha20_run3,9,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.4->10.0.0.2,2,173.86,1,0.2
alpha20_run3,9,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.2->10.0.0.1,2,98.55,1,0.2
alpha20_run3,10,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.3,1,0.0,0,0.2
alpha20_run3,11,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.1,1,0.0,1,0.2
alpha20_run3,11,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.2,1,0.0,1,0.2
alpha20_run3,12,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.1->10.0.0.2,2,103.91,1,0.2
alpha20_run3,13,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.4->10.0.0.1,2,74.74,1,0.2
alpha20_run3,13,10.0.0.5,10.0.0.2,10.0.0.5->10.0.0.2,1,0.0,1,0.2
alpha20_run3,14,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.1->10.0.0.4,2,146.59,1,0.2
alpha20_run3,15,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.2->10.0.0.5,2,66.79,1,0.2
alpha20_run3,16,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.4->10.0.0.1,2,146.59,1,0.2
alpha20_run3,16,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.1->10.0.0.4,2,177.18,1,0.2
alpha20_run3,16,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.2,1,0.0,0,0.2
alpha20_run3,17,10.0.0.3,10.0.0.5,10.0.0.3->10.0.0.5,1,0.0,1,0.2
alpha20_run3,17,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.3,1,0.0,1,0.2
alpha20_run3,18,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.4,1,0.0,1,0.2
alpha20_run3,20,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.4->10.0.0.5,2,113.57,1,0.2
alpha20_run3,21,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.5,1,0.0,0,0.2
alpha20_run3,21,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.1->10.0.0.4,2,131.18,1,0.2
alpha20_run3,21,10.0.0.5,10.0.0.2,10.0.0.5->10.0.0.3->10.0.0.2,2,135.57,1,0.2
alpha20_run3,22,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.1->10.0.0.2,2,142.07,1,0.2
alpha20_run3,22,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.4,1,0.0,1,0.2
alpha20_run3,23,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.2,1,0.0,1,0.2
alpha20_run3,23,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.2->10.0.0.1,2,102.52,1,0.2
alpha20_run3,24,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.4->10.0.0.1,2,107.8,1,0.2
alpha20_run3,24,10.0.0.3,10.0.0.5,10.0.0.3->10.0.0.2->10.0.0.5,2,158.8,1,0.2
alpha20_run3,24,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.1->10.0.0.2,2,91.37,1,0.2
alpha20_run3,24,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.4,1,0.0,1,0.2
alpha20_run3,26,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.3->10.0.0.2,2,91.93,1,0.2
alpha20_run3,26,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.3,1,0.0,1,0.2
alpha20_run3,26,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.3->10.0.0.1,2,156.79,1,0.2
alpha20_run3,28,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.1->10.0.0.4,2,128.45,1,0.2
alpha20_run3,28,10.0.0.5,10.0.0.2,10.0.0.5->10.0.0.2,1,0.0,1,0.2
alpha20_run3,30,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.4->10.0.0.3,2,76.64,1,0.2
alpha20_run3,30,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.3,1,0.0,1,0.2
alpha20_run3,31,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.1->10.0.0.3,2,78.99,1,0.2
alpha20_run3,32,10.0.0.5,10.0.0.2,10.0.0.5->10.0.0.4->10.0.0.2,2,74.68,1,0.2
alpha20_run3,32,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.2->10.0.0.1,2,120.47,1,0.2
alpha20_run3,32,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.1->10.0.0.2,2,141.22,1,0.2
alpha20_run3,32,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.4->10.0.0.2,2,109.61,1,0.2
alpha20_run3,32,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.3->10.0.0.5,2,66.29,1,0.2
alpha20_run3,32,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.3->10.0.0.2,2,59.21,1,0.2
alpha20_run3,33,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.3->10.0.0.1,2,112.34,1,0.2
alpha20_run3,34,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.4->10.0.0.1,2,80.67,1,0.2
alpha20_run3,34,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.1,1,0.0,0,0.2
alpha20_run3,36,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.2->10.0.0.1,2,120.63,1,0.2
alpha20_run3,36,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.4->10.0.0.2,2,112.3,1,0.2
alpha20_run3,37,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.3->10.0.0.5,2,158.76,1,0.2
alpha20_run3,37,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.5,1,0.0,0,0.2
alpha20_run3,38,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.4->10.0.0.1,2,152.79,1,0.2
alpha20_run3,39,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.2->10.0.0.3,2,106.38,1,0.2
alpha20_run3,39,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.2->10.0.0.4,2,121.49,1,0.2
alpha20_run3,39,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.2->10.0.0.1,2,96.82,1,0.2
alpha20_run3,39,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.3->10.0.0.4,2,119.55,1,0.2
alpha20_run3,40,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.2->10.0.0.3,2,54.62,1,0.2
alpha20_run3,40,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.4->10.0.0.5,2,87.52,1,0.2
alpha20_run3,42,10.0.0.4,10.0.0.5,10.0.0.4->10.0.0.2->10.0.0.5,2,159.72,1,0.2
alpha20_run3,42,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.3->10.0.0.2,2,110.59,1,0.2
alpha20_run3,42,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.4->10.0.0.1,2,132.13,1,0.2
alpha20_run3,45,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.3->10.0.0.5,2,71.07,1,0.2
alpha20_run3,45,10.0.0.4,10.0.0.5,10.0.0.4->10.0.0.5,1,0.0,1,0.2
alpha20_run3,46,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.1->10.0.0.2,2,131.38,1,0.2
alpha20_run3,46,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.1,1,0.0,1,0.2
alpha20_run3,47,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.5,1,0.0,0,0.2
alpha20_run3,48,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.3,1,0.0,1,0.2
alpha20_run3,48,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.1,1,0.0,1,0.2
alpha20_run3,49,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.3->10.0.0.5,2,110.9,1,0.2
alpha20_run3,50,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.2,1,0.0,1,0.2
alpha20_run3,50,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.4->10.0.0.1,2,131.2,1,0.2
alpha20_run3,50,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.2->10.0.0.3,2,71.29,1,0.2
alpha20_run3,51,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.1->10.0.0.2,2,140.93,1,0.2
alpha20_run3,51,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.2->10.0.0.4,2,114.37,1,0.2
alpha20_run3,51,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.3,1,0.0,1,0.2
alpha20_run3,51,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.2->10.0.0.3,2,125.39,1,0.2
alpha20_run3,52,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.1->10.0.0.3,2,114.03,1,0.2
alpha20_run3,52,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.3->10.0.0.4,2,117.01,1,0.2
alpha20_run3,52,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.4,1,0.0,1,0.2
alpha20_run3,52,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.1->10.0.0.2,2,201.53,1,0.2
alpha20_run3,52,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.4,1,0.0,1,0.2
alpha20_run3,52,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.2->10.0.0.4,2,85.37,1,0.2
alpha20_run3,54,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.3->10.0.0.4,2,97.68,1,0.2
alpha20_run3,54,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.2->10.0.0.4,2,112.37,1,0.2
alpha20_run3,55,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.3->10.0.0.4,2,84.24,1,0.2
alpha20_run3,55,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.4->10.0.0.2,2,79.3,1,0.2
alpha20_run3,56,10.0.0.3,10.0.0.5,10.0.0.3->10.0.0.4->10.0.0.5,2,156.29,1,0.2
alpha20_run3,56,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.2->10.0.0.4,2,119.51,1,0.2
alpha20_run3,56,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.3->10.0.0.1,2,142.8,1,0.2
alpha20_run3,57,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.1,1,0.0,1,0.2
alpha20_run3,57,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.2->10.0.0.4,2,108.59,1,0.2
alpha20_run3,57,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.4,1,0.0,1,0.2
alpha20_run3,59,10.0.0.3,10.0.0.5,10.0.0.3->10.0.0.2->10.0.0.5,2,137.53,1,0.2
alpha20_run3,59,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.5,1,0.0,0,0.2
alpha20_run3,60,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.1->10.0.0.4,2,122.79,1,0.2
alpha20_run3,60,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.3->10.0.0.5,2,83.43,1,0.2
alpha20_run3,60,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.3->10.0.0.4,2,123.85,1,0.2
alpha20_run3,61,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.1->10.0.0.3,2,163.65,1,0.2
alpha20_run3,61,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.4->10.0.0.5,2,75.92,1,0.2
alpha20_run3,62,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.4->10.0.0.5,2,101.35,1,0.2
alpha20_run3,63,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.4,1,0.0,1,0.2
alpha20_run3,64,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.5,1,0.0,0,0.2
alpha20_run3,64,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.4->10.0.0.5,2,88.43,1,0.2
alpha20_run3,64,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.4,1,0.0,1,0.2
alpha20_run3,65,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.3->10.0.0.4,2,154.17,1,0.2
alpha20_run3,65,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.4->10.0.0.2,2,71.98,1,0.2
alpha20_run3,65,10.0.0.3,10.0.0.5,10.0.0.3->10.0.0.4->10.0.0.5,2,140.91,1,0.2
alpha20_run3,66,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.2->10.0.0.5,2,134.3,1,0.2
alpha20_run3,67,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.1->10.0.0.2,2,102.51,1,0.2
